DataID,DataGenAlgo,Sample_size,nclass,GenRandomState,nInfo,nFeature,nRedun,nRep,nCluster,classSep,train-testSplit,Shuf,SplitRandomState,X_train,Y_train,X_test,Y_test
gwupuRoNvff4jhwTJnodTM, make_classification,6000,2,1,4,16,4,0,1,2,0.2,False,42,"[[ 0.14703114 -0.20557045 -0.46989757 ...  1.33102994  5.0118044
  -0.35257569]
 [ 0.94616032  1.12253641 -1.772066   ... -0.20840351 -1.33443416
   0.40059485]
 [ 0.63127596 -0.19753083  0.74344767 ... -0.31744637 -2.03574772
   1.08623037]
 ...
 [ 0.93153594 -0.33519879  0.92596939 ...  0.52130419  3.88926149
  -0.41938421]
 [ 1.08149451  1.16647488  0.21146823 ... -0.54005305  7.61132469
  -0.05200932]
 [ 0.4892874   0.25375527  0.71946583 ... -1.1454744   3.75197545
   0.779257  ]]",[1 0 0 ... 1 1 1],"[[ 0.42985157  0.91252752 -0.63925888 ...  1.48266321  3.91700948
  -1.00923382]
 [-1.27241543  0.45355427  1.03188791 ... -0.65650686  8.17759206
   1.01029275]
 [-0.21044744  0.97090131 -0.04777806 ...  1.28783545  4.17084467
   0.06470779]
 ...
 [-0.74039116  2.38534838  1.05310029 ...  1.07431678 -1.75772989
   1.49304277]
 [ 0.43726195 -0.25353469 -0.28380978 ... -0.65617764 -2.56517564
   0.98789287]
 [ 0.20256257  0.90570509 -0.56433154 ... -0.49509057  4.00419251
  -1.10474715]]",[1 1 1 ... 0 0 1]
DataID,DataGenAlgo,Sample_size,nclass,GenRandomState,nInfo,nFeature,nRedun,nRep,nCluster,classSep,train-testSplit,Shuf,SplitRandomState,X_train,Y_train,X_test,Y_test
6ssco4uVvnDgNMMPyyy7sy, make_classification,6000,2,1,4,16,4,0,1,2,0.2,False,42,"[[ 5.15634492e+00  2.85078267e-02 -1.41872927e+00 ...  7.90694686e-16
   1.39643900e-15  3.64667983e-15]
 [-1.34740014e+00 -6.22572593e+00  1.02656103e-01 ...  4.94024741e-15
  -4.75314727e-15  1.04912865e-14]
 [-4.95109862e+00 -1.89261879e+00  2.03054422e-01 ...  2.68603994e-15
   5.51995866e-16  3.56420360e-15]
 ...
 [ 3.46481425e+00 -6.72862430e-02 -1.27413548e+00 ... -1.91364218e-16
   9.71565363e-16  3.58822038e-15]
 [ 8.78343684e+00  7.82562697e-01  7.11429288e-01 ...  2.04977498e-18
   2.32261504e-16  1.41137430e-15]
 [ 3.81740720e+00 -7.40869949e-01 -1.18361403e+00 ... -1.94486029e-15
  -1.99891067e-15  5.76919903e-15]]",[1 0 0 ... 1 1 1],"[[ 3.73828886e+00 -9.35251084e-01  3.69695461e-01 ...  4.02352455e-15
  -2.08301808e-16  4.91236908e-15]
 [ 9.12258761e+00  9.59259584e-01 -7.94596835e-01 ...  5.93526817e-16
  -1.56430239e-15 -9.58810492e-16]
 [ 4.16235217e+00 -9.23650806e-01  3.33691249e-01 ...  4.93474419e-15
  -1.56773387e-15  4.91170059e-15]
 ...
 [-4.36548220e+00 -2.32498697e+00  4.81662762e+00 ... -5.90622002e-15
   1.09958495e-15 -3.91357606e-16]
 [-6.10915065e+00 -1.92816411e+00  5.13186534e-01 ... -3.70480690e-15
  -2.32899445e-16 -7.75127979e-16]
 [ 3.74889482e+00 -9.47117501e-01  5.66842891e-01 ...  1.03766539e-15
   2.33124564e-16  2.56127790e-15]]",[1 1 1 ... 0 0 1]
DataID,DataGenAlgo,Sample_size,nclass,GenRandomState,nInfo,nFeature,nRedun,nRep,nCluster,classSep,train-testSplit,Shuf,SplitRandomState,X_train,Y_train,X_test,Y_test
Pab7Yuu5ZZ4znDk7ckpAQR, make_classification,6000,2,1,4,14,4,0,1,2,0.2,False,42,"[[-5.77252262e+00 -1.94828885e+00  1.60108171e-01 ...  2.56053674e-15
   6.98585127e-15  1.41105353e-15]
 [-6.41946980e+00  2.90236526e-01 -2.15257892e+00 ...  1.78630450e-15
   2.08372689e-14 -4.39751725e-15]
 [-2.12965436e+00 -3.68940743e+00  1.36267623e+00 ...  4.51715500e-15
   1.94981150e-14 -4.07638303e-15]
 ...
 [-6.57673686e+00  4.20190735e-01 -1.32513741e-02 ...  9.25453100e-16
   5.61412165e-15 -2.25737422e-15]
 [ 4.14603473e+00 -4.17025178e-01 -4.05077664e-01 ...  1.01312353e-15
   8.65762134e-15 -1.64319824e-16]
 [-6.09699092e+00 -1.24900507e+00 -1.50634622e-01 ...  1.76440474e-15
   4.89532578e-15  1.45342571e-15]]",[0 0 0 ... 0 1 0],"[[-6.58879575e+00  5.74620574e-01  1.00953822e-01 ...  1.43214636e-15
   2.65925393e-15  1.10789924e-14]
 [ 8.40912254e+00  8.94988081e-01 -1.84405058e-01 ... -1.89196875e-15
  -1.10013459e-15 -4.94001770e-15]
 [-6.70023911e+00 -4.21062672e-01 -1.34813398e+00 ... -4.80863745e-15
  -3.07781778e-16 -1.18526495e-15]
 ...
 [-6.33987111e+00 -1.43776412e+00  2.10901239e+00 ... -7.72598388e-17
  -1.84748463e-15 -2.81586419e-15]
 [-1.16998329e+01  5.35826344e+00  1.62745175e+00 ... -1.20524131e-15
  -4.43014833e-15 -9.06145544e-15]
 [ 6.58096529e+00  9.53637819e-01 -1.61092353e+00 ... -2.13359312e-15
   1.14046779e-15  3.36752502e-15]]",[0 1 0 ... 0 0 1]
DataID,DataGenAlgo,Sample_size,nclass,GenRandomState,nInfo,nFeature,nRedun,nRep,nCluster,classSep,train-testSplit,Shuf,SplitRandomState,X_train,Y_train,X_test,Y_test
MQzUTM6gTtAMnnSMDjzx5m, make_classification,6000,2,1,4,12,4,0,1,2,0.2,False,42,"[[ 5.28101329e+00 -5.76511199e-01  3.63831561e-01 ... -2.96494920e-15
   4.01836099e-15  1.77160993e-15]
 [-4.30104032e+00 -2.52229396e+00  3.22755998e+00 ... -4.53620007e-15
   6.17261322e-15  1.22165789e-14]
 [-4.79919300e+00 -1.91430847e+00  1.25426798e+00 ... -5.04180207e-15
   6.46319070e-15  6.48612058e-15]
 ...
 [-7.40483982e+00 -8.55952268e-02  2.73625527e-01 ...  5.12198035e-15
  -3.80342363e-15  5.41975631e-15]
 [-9.41805166e+00  2.19366703e+00 -2.61870654e+00 ...  3.06455791e-16
   6.31008226e-17 -1.14042121e-14]
 [-5.43076691e+00 -3.73599868e-01  4.66419721e+00 ... -2.46108719e-15
  -1.38115021e-15  4.43082272e-15]]",[1 0 0 ... 0 0 0],"[[-3.09952359e+00 -3.31026135e+00  1.09156225e+00 ... -2.64146891e-15
  -1.39591300e-15  7.55520578e-16]
 [-1.01616039e+01  3.09919566e+00 -7.36803446e-01 ...  8.89073659e-16
   8.28080469e-16  1.38212025e-16]
 [-5.97428867e+00 -7.59280917e-01 -1.33786263e+00 ... -4.53188749e-15
  -1.28722749e-15  6.59456975e-15]
 ...
 [ 5.63388628e+00  2.75060022e-01 -1.91042881e-01 ...  8.16611904e-16
  -3.98400361e-16 -1.55575490e-15]
 [-6.05916418e+00 -2.07534274e+00  1.26576397e-01 ... -4.60698809e-15
  -1.68664269e-15  5.55943925e-15]
 [ 6.59229171e+00  1.27580456e+00 -1.04015962e+00 ... -1.12463757e-15
   7.29277010e-16  1.57130945e-15]]",[0 0 0 ... 1 0 1]
DataID,DataGenAlgo,Sample_size,nclass,GenRandomState,nInfo,nFeature,nRedun,nRep,nCluster,classSep,train-testSplit,Shuf,SplitRandomState,X_train,Y_train,X_test,Y_test
gWWQFVGfnefFKw74weczEp, make_classification,6000,2,1,4,10,4,0,1,2,0.2,False,42,"[[ 7.85430928e+00  6.24748937e-01  4.64225874e-01 ... -2.52730314e-15
   7.71598350e-16  1.54391921e-15]
 [-6.62215602e+00 -7.84791504e-01 -2.58835376e+00 ...  1.08360805e-14
  -1.98287125e-15 -3.62807577e-15]
 [ 6.98785250e+00  4.42319592e-01  3.08661307e-01 ... -1.05851241e-15
   2.76400773e-16  8.52201266e-16]
 ...
 [ 5.59825961e+00 -6.32054457e-01  1.50368963e+00 ...  2.20054255e-18
  -4.55868766e-16 -6.00045768e-16]
 [ 3.95476357e-01 -9.46832096e-01 -2.60708668e+00 ...  1.43423788e-14
  -2.70641038e-15 -6.25213635e-15]
 [ 6.06608319e+00  6.50649188e-01  3.12916190e-02 ... -2.05269973e-15
   5.22680448e-16  1.37559063e-15]]",[1 0 1 ... 1 1 1],"[[-7.64365483e+00  1.77059306e+00 -1.69430802e+00 ... -2.97473036e-16
   4.25179161e-16  5.60544554e-16]
 [ 2.20672570e+00 -1.82981351e+00 -5.79693638e-01 ... -1.85265749e-15
   3.67185346e-15 -3.73778163e-16]
 [ 7.68071338e+00  2.23382342e-01  1.65705218e+00 ...  5.81510381e-16
  -2.54762066e-15 -4.25102470e-15]
 ...
 [-1.00175864e+01  2.55523581e+00 -1.78430270e+00 ...  2.37662841e-16
   8.09078649e-17  1.06654977e-15]
 [ 8.40200328e+00  1.89487725e+00 -1.37046111e+00 ...  1.87364094e-15
  -1.14842274e-15  4.35729327e-17]
 [ 1.22281556e+00 -4.81282943e-01 -2.37185159e+00 ... -1.48854380e-15
   3.76961663e-15  1.25139034e-15]]",[0 1 1 ... 0 1 1]
